TAXREF17;TAXREF17
CD_REF;NOM LATIN
94312;Dactylorhiza x grandis
162177;Dactylorhiza x guilhotii
94313;Dactylorhiza x guillaumeae
94314;Dactylorhiza x hallii
;
;
94315;Dactylorhiza x hochreutineriana
94332;Dactylorhiza x influenza
94334;Dactylorhiza x kelleriana
94335;Dactylorhiza x kerneriorum
94337;Dactylorhiza x krylovii
94339;Dactylorhiza x lillsundica
94342;Dactylorhiza x mielichhoferi
162178;Dactylorhiza x mixta
94343;Dactylorhiza x monticola
94347;Dactylorhiza x paridaeniana
94348;Dactylorhiza x predaensis
610262;Dactylorhiza x richteri
94355;Dactylorhiza x senayi
94356;Dactylorhiza x serbica
94358;Dactylorhiza x stagni-novi
94360;Dactylorhiza x stenkyrkae
94361;Dactylorhiza x stenostachys
94363;Dactylorhiza x templinensis
94365;Dactylorhiza x townsendiana
94366;Dactylorhiza x transiens
611213;Dactylorhiza x uliginosa
94368;Dactylorhiza x vermeuleniana
94369;Dactylorhiza x versicolor
94370;Dactylorhiza x weissenbachiana
94371;Dactylorhiza x wiefelspuetziana
94372;Dactylorhiza x wintonii
94376;Dahlia pinnata
94382;Dahlia x cultorum
94388;Damasonium alisma
94392;Damasonium polyspermum
94389;Damasonium bourgaei
94392;Damasonium polyspermum
160113;Danae racemosa
94398;Danthonia alpina
94398;Danthonia decumbens
133720;Danthonia decumbens subsp. decipiens
133721;Danthonia decumbens subsp. decumbens
94407;Danthonia x breviaristata
94411;Daphne alpina
94423;Daphne cneorum
94427;Daphne gnidium
94432;Daphne laureola
94432;Daphne laureola
94432;Daphne laureola
94435;Daphne mezereum
94437;Daphne oleoides
718337;Daphne oleoides subsp. oleoides
94449;Daphne striata
94456;Daphne x houtteana
;
94458;Daphne x neapolitana
717161;Darmera peltata
717162;Dasiphora davurica
94464;Dasiphora fruticosa
94473;Dasypyrum villosum
94479;Datura ferox
94481;Datura innoxia
94481;Datura innoxia
;
94489;Datura stramonium
94489;Datura stramonium
94489;Datura stramonium
611231;Datura wrightii
611229;
611229;Datura x cabanesii
94497;Daucus aureus
611233;Daucus bicolor
611233;Daucus bicolor
94503;Daucus carota
133731;Daucus carota subsp. carota
133732;Daucus carota subsp. commutatus
133733;Daucus carota subsp. drepanensis
133735;Daucus carota subsp. gadecaei
133736;Daucus carota subsp. gummifer
133737;Daucus carota subsp. hispanicus
613500;Daucus carota var. fontanesii
;
133740;Daucus carota subsp. maritimus
133741;Daucus carota subsp. maximus
133744;Daucus carota subsp. sativus
613503;Daucus carota var. brachycaulos
613496;Daucus carota var. carota
613497;Daucus carota var. commutatus
613500;Daucus carota var. fontanesii
133736;Daucus carota subsp. gummifer
613501;Daucus carota var. hispanicus
;
613502;Daucus carota var. linearis
613495;Daucus carota var. mauritanicus
;
133744;Daucus carota subsp. sativus
613498;Daucus carota var. tenuisectus
611234;Daucus crinitus
94515;Daucus glochidiatus
611235;Daucus gracilis
611236;Daucus guttatus
611238;Daucus littoralis
611232;Daucus montevidensis
94539;Daucus muricatus
611237;Daucus sahariensis
94560;Delairea odorata
94562;Delosperma cooperi
94567;Delphinium ajacis
94572;Delphinium consolida
718338;Delphinium consolida subsp. consolida
133761;Delphinium consolida subsp. paniculatum
94578;Delphinium dubium
94578;Delphinium elatum
133766;Delphinium elatum subsp. helveticum
94580;Delphinium fissum
133773;Delphinium fissum subsp. fissum
94583;Delphinium halteratum
94590;Delphinium montanum
161239;Delphinium orientale
717569;Staphisagria picta
718417;Staphisagria picta subsp. picta
718295;Staphisagria picta subsp. requienii
94599;Delphinium pubescens
718295;Staphisagria picta subsp. requienii
124848;Staphisagria macrosperma
94606;Delphinium verdunense
91060;Chrysanthemum morifolium
94626;Deschampsia cespitosa
133787;Deschampsia cespitosa subsp. cespitosa
133791;Deschampsia cespitosa subsp. littoralis
133795;Deschampsia cespitosa subsp. parviflora
718225;Deschampsia cespitosa subsp. subtriflora
619256;Deschampsia cespitosa var. cespitosa
718677;Deschampsia cespitosa var. pseudalpina
94633;Deschampsia media
718339;Deschampsia media subsp. media
83756;Aristavena setacea
;
717163;Descurainia pinnata
94645;Descurainia sophia
94646;Descurainia tanacetifolia
612459;Descurainia tanacetifolia subsp. suffruticosa
612458;Descurainia tanacetifolia subsp. tanacetifolia
94652;Desmazeria sicula
94653;Dethawia splendens
133805;Dethawia splendens subsp. cantabrica
133806;Dethawia splendens subsp. splendens
94657;Deutzia gracilis
;
;
94664;Deutzia scabra
611246;Deutzia x lemoinei
94663;Deutzia x rosea
94693;Dianthus armeria
94693;Dianthus armeria
;
94697;Dianthus balbisii
133815;Dianthus balbisii subsp. balbisii
94698;Dianthus barbatus
133817;Dianthus barbatus subsp. barbatus
94699;Dianthus benearnensis
94716;Dianthus carthusianorum
133822;Dianthus carthusianorum subsp. atrorubens
133823;Dianthus carthusianorum subsp. carthusianorum
94717;Dianthus caryophyllus
611281;Dianthus caryophyllus x
611280;Dianthus caryophyllus x
445555;Dianthus chinensis
94728;Dianthus deltoides
133835;Dianthus deltoides subsp. deltoides
94699;Dianthus furcatus
133840;Dianthus furcatus subsp. furcatus
94744;Dianthus gallicus
94699;Dianthus geminiflorus
94753;Dianthus godronianus
94755;Dianthus graniticus
94756;Dianthus gratianopolitanus
611279;Dianthus gratianopolitanus x
94759;Dianthus gyspergerae
94744;Dianthus hyssopifolius
94774;Dianthus longicaulis
94793;Dianthus pavonius
94794;Dianthus plumarius
94699;Dianthus pungens
133859;Dianthus pungens subsp. pungens
94803;Dianthus pungens
94804;Dianthus pyrenaicus
94804;Dianthus pyrenaicus
94804;Dianthus pyrenaicus
94818;Dianthus saxicola
94820;Dianthus scaber
94748;Dianthus seguieri
612589;Dianthus seguieri subsp. pseudocollinus
133873;Dianthus seguieri subsp. requienii
133874;Dianthus seguieri subsp. seguieri
94824;Dianthus siculus
94803;Dianthus subacaulis
94833;Dianthus superbus
146153;Dianthus superbus var. speciosus
94833;Dianthus superbus
1000842;Dianthus superbus var. superbus
94848;Dianthus vigoi
94854;Dianthus x aschersonii
94855;Dianthus x borderei
94856;Dianthus x bottemeri
94858;Dianthus x courtoisii
94859;Dianthus x digeneus
94860;Dianthus x dufftii
94861;Dianthus x exilis
94862;Dianthus x fallens
94863;Dianthus x flahaultii
;
94866;Dianthus x hanryi
1000818;Dianthus x hellwigii
94868;Dianthus x heterophyllus
94869;Dianthus x huebneri
94873;Dianthus x jaczonis
94874;Dianthus x laucheanus
94875;
94876;Dianthus x lisae
94877;Dianthus x loretii
94878;Dianthus x mammingianorum
94879;Dianthus x mikii
94881;Dianthus x ponsii
94884;Dianthus x rouyanus
94885;Dianthus x saxatilis
94886;Dianthus x subfissus
94888;Dianthus x varians
94889;Dianthus x warionii
94895;Diascia anastrepta
94896;Diascia fetcanensis
94897;Diascia integerrima
94898;Diascia rigescens
94899;Diascia vigilis
610579;Diatelia tuberaria
94906;Dicentra formosa
620096;Lamprocapnos spectabilis
94908;Dichanthelium acuminatum
94908;Dichanthelium acuminatum
94908;Dichanthelium acuminatum
717748;Dichanthium foveolatum
94919;Dichondra micrantha
717749;Dichoropetalum carvifolia
717750;Dichoropetalum schottii
446959;Dichrocephala integrifolia
94923;Dictamnus albus
94936;Dierama pulcherrimum
94942;Digitalis grandiflora
161486;Digitalis lanata
94945;Digitalis lutea
;
133894;Digitalis lutea subsp. australis
1020840;Digitalis lutea subsp.
94959;Digitalis purpurea
94961;Digitalis x fucata
94962;Digitalis x fulva
94947;Digitalis x media
94969;Digitaria aequiglumis
94972;Digitaria ciliaris
94969;Digitaria aequiglumis
94985;Digitaria ischaemum
94989;Digitaria longiflora
446292;Digitaria radicosa
94972;Digitaria ciliaris
94995;Digitaria sanguinalis
94995;Digitaria sanguinalis
446295;Digitaria violascens
95020;Dimorphotheca pluvialis
95022;Dimorphotheca sinuata
95026;Dinebra retroflexa
611652;Dioscorea communis
95046;Dioscorea pyrenaica
629571;Diospyros blancoi
95048;Diospyros lotus
611108;Diospyros virginiana
95055;Dipcadi serotinum
95056;Diphasiastrum alpinum
95057;Diphasiastrum complanatum
;
;
95060;Diphasiastrum tristachyum
;
95073;Diplachne fusca
718678;Diplachne fusca var. fascicularis
718679;Diplachne fusca var. fusca
718680;Diplachne fusca var. uninervia
95101;Diplotaxis assurgens
95108;Diplotaxis catholica
95111;Diplotaxis erucoides
133906;Diplotaxis erucoides subsp. erucoides
95122;Diplotaxis muralis
133910;Diplotaxis muralis subsp. muralis
95136;Diplotaxis tenuifolia
95137;Diplotaxis tenuisiliqua
95141;Diplotaxis viminea
95141;Diplotaxis viminea
95141;Diplotaxis viminea
95142;Diplotaxis x wirtgenii
95147;Dipsacus ferox
95147;Dipsacus fullonum
95151;Dipsacus laciniatus
95154;Dipsacus pilosus
95155;Dipsacus sativus
95158;Dipsacus x fallax
95169;Disphyma crassifolium
95175;Distichlis spicata
160253;Distichoselinum tenuifolium
95186;Dittrichia graveolens
95187;Dittrichia viscosa
133920;Dittrichia viscosa subsp. viscosa
610582;Dorema ammoniacum
95209;Doronicum austriacum
95213;Doronicum carpetanum
95215;Doronicum clusii
95216;Doronicum columnae
95221;Doronicum corsicum
95225;Doronicum grandiflorum
95237;Doronicum orientale
95239;Doronicum pardalianches
95213;Doronicum plantagineum
95240;Doronicum plantagineum
611162;Doronicum x excelsum
;
978526;Cleretum bellidiforme
610901;Lotus herbaceus
106677;Lotus hirsutus
106677;Lotus hirsutus
106664;Lotus dorycnium
106708;Lotus rectus
95285;Dorycnopsis gerardi
95287;Downingia elegans
95289;Draba aizoides
95297;Draba aspera
95312;Draba dubia
95312;Draba dubia
95312;Draba dubia
95313;Draba fladnizensis
95322;Draba hoppeana
95323;Draba incana
95333;Draba loiseleurii
95335;Draba lutescens
95337;Draba muralis
95340;Draba nemorosa
95356;Draba siliquosa
95365;Draba subnivalis
95323;Draba incana
95312;Draba dubia
95312;Draba dubia
95368;Draba tomentosa
95372;Draba verna
95372;Draba verna
95372;Draba verna
95372;Draba verna
95374;Draba x decipiens
95375;Draba x districta
95376;Draba x flavicans
95377;Draba x hoppei
95378;Draba x intermedia
95380;Draba x lattiniciae
95382;Draba x nivea
95383;Draba x setulosa
95384;Draba x sturi
95385;Draba x traunsteineri
611648;Dracaena draco
95398;Dracocephalum austriacum
95405;Dracocephalum moldavica
95406;Dracocephalum parviflorum
95407;Dracocephalum ruyschiana
;
95425;Dracunculus vulgaris
95434;Drosanthemum floribundum
95434;Drosanthemum floribundum
717165;Drosanthemum hispidum
95436;Drosera anglica
95438;Drosera intermedia
95436;Drosera anglica
95442;Drosera rotundifolia
;
95445;Drosera x obovata
95461;Dryas octopetala
95462;Drymocallis rupestris
923072;Drymocallis corsica
95462;Drymocallis rupestris
161338;Drymochloa drymeja
95463;Drymochloa sylvatica
95546;Dryopteris aemula
95547;Dryopteris affinis
1038740;Dryopteris affinis
1038698;Dryopteris borreri
95557;Dryopteris cambrensis
789257;Dryopteris pseudodisjuncta
1038740;Dryopteris affinis
1038740;Dryopteris affinis
95550;Dryopteris ardechensis
95558;Dryopteris carthusiana
95561;Dryopteris cristata
95563;Dryopteris antarctica
611167;Dryopteris erythrosora
95566;Dryopteris expansa
95567;Dryopteris filix-mas
95581;Dryopteris oreades
95584;Dryopteris pallida
133983;Dryopteris pallida subsp. pallida
95589;Dryopteris remota
959103;Dryopteris mindshelkensis
95601;Dryopteris tyrrhena
95584;Dryopteris villarii
95603;Dryopteris x ambroseae
95606;Dryopteris x brathaica
95608;Dryopteris x complexa
;
;
;
95609;Dryopteris x deweveri
611166;Dryopteris x lunensis
95616;Dryopteris x mantoniae
95620;Dryopteris x sardoa
95625;Dryopteris x uliginosa
610583;Dulichium arundinaceum
611753;Dysphania ambrosioides
611754;Dysphania anthelmintica
611755;Dysphania botrys
611756;Dysphania carinata
611757;Dysphania cristata
611760;Dysphania multifida
611751;Dysphania pumilio
611752;Dysphania schraderiana
;
95662;Ecballium elaterium
133994;Ecballium elaterium var. elaterium
95664;Eccremocarpus scaber
95665;Echinacea purpurea
95666;Echinaria capitata
95669;Echinochloa colona
95669;Echinochloa crus-galli
619297;Echinochloa hispidula
95671;Echinochloa muricata
146305;Echinochloa muricata var. microstachya
146306;Echinochloa muricata var. muricata
95681;Echinochloa oryzicola
95681;Echinochloa oryzoides
95681;Echinochloa hispidula
95691;Echinocystis lobata
95697;Echinophora spinosa
611195;Echinops bannaticus
95700;Echinops exaltatus
95709;Echinops ritro
95713;Echinops sphaerocephalus
134013;Echinops sphaerocephalus subsp. sphaerocephalus
95716;Echinops x pellenzianus
99763;Genista horrida
611197;Echium angustifolium
95740;Echium arenarium
95741;Echium asperrimum
95740;Echium parviflorum
717166;Echium candicans
95749;Echium creticum
134018;Echium creticum subsp. creticum
95741;Echium italicum
134022;Echium italicum subsp. biebersteinii
134023;Echium italicum subsp. italicum
611198;Echium pininana
95774;Echium plantagineum
95782;Echium rauwolfii
95784;Echium rosulatum
95786;Echium sabulicola
134029;Echium sabulicola subsp. sabulicola
;
95793;Echium vulgare
613511;Echium vulgare var. pustulatum
613150;Echium vulgare var. vulgare
95806;Eclipta prostrata
95823;Egeria densa
710411;Ehrharta erecta
619301;Pontederia azurea
454932;Pontederia crassipes
621752;Chenopodium trigonon
95831;Elaeagnus angustifolia
95837;Elaeagnus macrophylla
161575;Elaeagnus multiflora
95839;Elaeagnus pungens
95841;Elaeagnus umbellata
611221;Elaeagnus x submacrophylla
95842;Elaeagnus x reflexa
611221;Elaeagnus x submacrophylla
95844;Elaeoselinum meoides
95844;Elaeoselinum meoides
95844;Elaeoselinum meoides
95847;Elatine alsinastrum
95848;Elatine brochonii
95848;Elatine hexandra
95850;Elatine hydropiper
95864;Elatine macropoda
95860;Elatine hydropiper
95865;Elatine major
95850;Elatine campylosperma
95850;Elatine macropoda
95877;Elatine triandra
95889;Eleocharis acicularis
95891;Eleocharis atropurpurea
95895;Eleocharis bonariensis
95914;Eleocharis mamillata
134053;Eleocharis mamillata subsp. austriaca
612461;Eleocharis mamillata subsp. mamillata
95916;Eleocharis multicaulis
95919;Eleocharis ovata
95914;Eleocharis palustris
134060;Eleocharis palustris subsp. palustris
612462;Eleocharis palustris subsp. waltersii
95923;Eleocharis parvula
95927;Eleocharis quinqueflora
95933;Eleocharis uniglumis
95936;Eleocharis x haussknechtiana
103862;Isolepis fluitans
95954;Eleusine africana
95954;Eleusine coracana
95954;Eleusine indica
;
95975;Eleusine tristachya
84269;Asparagus asparagoides
95979;Elodea callitrichoides
95980;Elodea canadensis
95983;Elodea nuttallii
95985;Elsholtzia ciliata
105870;Leymus arenarius
95992;Elymus caninus
96004;Elymus hispanicus
95992;Elymus trachycaulus
96025;Elytrigia acuta
96026;Elytrigia arenosa
96030;Elytrigia campestris
718341;Elytrigia campestris subsp. campestris
718342;Elytrigia campestris subsp.
718343;Elytrigia campestris subsp.
619313;Elytrigia campestris subsp. maritima
611239;Elytrigia campestris x
96031;Elytrigia corsica
96032;Elytrigia elongata
134076;Elytrigia elongata subsp. elongata
96047;Elytrigia scirpea
96034;Elytrigia intermedia
134082;Elytrigia intermedia subsp. intermedia
134084;Elytrigia intermedia subsp. pouzolzii
134084;Elytrigia intermedia subsp. pouzolzii
96035;Elytrigia juncea
134086;Elytrigia juncea subsp. boreoatlantica
134087;Elytrigia juncea subsp. juncea
96040;Elytrigia obtusiflora
718344;Elytrigia obtusiflora subsp. obtusiflora
96026;Elytrigia repens
134093;Elytrigia repens subsp. repens
96047;Elytrigia scirpea
717167;Elytrigia x duvalii
;
;
96053;Elytrigia x laxa
96055;Elytrigia x mucronata
96057;Elytrigia x oliveri
96051;Elytrigia x tallonii
1021200;Rumex hypogaeus
119590;Rumex spinosus
96066;Empetrum nigrum
134095;Empetrum nigrum subsp. hermaphroditum
134096;Empetrum nigrum subsp. nigrum
96079;Endressia pyrenaica
96098;Ephedra altissima
96101;Ephedra distachya
134101;Ephedra distachya subsp. distachya
718346;Ephedra distachya subsp. helvetica
134101;Ephedra distachya subsp. distachya
96106;Ephedra major
134106;Ephedra major subsp. major
96119;Epikeros pyrenaeus
96127;Epilobium alpestre
96130;Epilobium alsinifolium
96134;Epilobium anagallidifolium
90483;Chamaenerion angustifolium
1019289;Chamaenerion angustifolium subsp. angustifolium
96143;Chamaenerion angustifolium subsp. angustifolium
96144;Epilobium brunnescens
96149;Epilobium ciliatum
96149;Epilobium ciliatum
96149;Epilobium ciliatum
96150;Epilobium collinum
1019302;Chamaenerion dodonaei
1019304;Chamaenerion dodonaei
1019302;Chamaenerion fleischeri
;
96165;Epilobium duriaei
96180;Epilobium hirsutum
96191;Epilobium lanceolatum
96127;Epilobium montanum
96150;Epilobium collinum
96220;Epilobium obscurum
96226;Epilobium palustre
96229;Epilobium parviflorum
96127;Epilobium alsinifolium
134123;Epilobium roseum subsp. roseum
96149;Epilobium tetragonum
134129;Epilobium tetragonum subsp. lamyi
;
134131;Epilobium tetragonum subsp. tetragonum
134132;Epilobium tetragonum subsp. tournefortii
96289;Epilobium x abortivum
96291;Epilobium x aggregatum
96292;Epilobium x alpicola
96293;Epilobium x ambigens
96294;Epilobium x amphibolum
96297;Epilobium x aschersonianum
96303;Epilobium x boissieri
